========== V1 详细装箱坐标 ==========

第1辆车，装载164件，容积利用率 65.62%，重量利用率 33.02%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G2, 120.0, 135.0, 175.0, 50.0, 35.0, 25.0
G2, 120.0, 170.0, 175.0, 50.0, 35.0, 25.0
G2, 130.0, 35.0, 0.0, 50.0, 25.0, 35.0
G2, 180.0, 185.0, 0.0, 50.0, 25.0, 35.0
G2, 180.0, 185.0, 35.0, 50.0, 25.0, 35.0
G1, 0.0, 0.0, 150.0, 40.0, 30.0, 60.0
G2, 180.0, 185.0, 70.0, 50.0, 25.0, 35.0
G2, 180.0, 185.0, 105.0, 50.0, 25.0, 35.0
G1, 50.0, 110.0, 150.0, 40.0, 30.0, 60.0
G1, 390.0, 140.0, 0.0, 30.0, 40.0, 60.0
G2, 180.0, 185.0, 140.0, 50.0, 25.0, 35.0
G2, 180.0, 185.0, 175.0, 50.0, 25.0, 35.0
G2, 250.0, 0.0, 160.0, 35.0, 25.0, 50.0
G2, 0.0, 105.0, 160.0, 35.0, 25.0, 50.0
G1, 220.0, 0.0, 40.0, 30.0, 40.0, 60.0
G2, 300.0, 135.0, 160.0, 35.0, 25.0, 50.0
G2, 0.0, 140.0, 160.0, 35.0, 25.0, 50.0
G1, 220.0, 0.0, 100.0, 30.0, 40.0, 60.0
G2, 220.0, 0.0, 160.0, 25.0, 35.0, 50.0

第6辆车，装载176件，容积利用率 66.54%，重量利用率 34.45%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 110.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 150.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 200.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 260.0, 0.0, 0.0, 50.0, 35.0, 25.0
G3, 310.0, 0.0, 0.0, 70.0, 50.0, 40.0
G2, 60.0, 35.0, 0.0, 50.0, 35.0, 25.0
G1, 0.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 150.0, 35.0, 0.0, 50.0, 35.0, 25.0
G2, 260.0, 35.0, 0.0, 50.0, 35.0, 25.0
G1, 200.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 310.0, 50.0, 0.0, 50.0, 35.0, 25.0
G5, 380.0, 0.0, 0.0, 40.0, 40.0, 60.0
G5, 110.0, 40.0, 0.0, 40.0, 40.0, 60.0
G5, 380.0, 40.0, 0.0, 40.0, 40.0, 60.0
G4, 0.0, 80.0, 0.0, 80.0, 60.0, 50.0
G4, 80.0, 80.0, 0.0, 80.0, 60.0, 50.0
G2, 260.0, 70.0, 0.0, 50.0, 35.0, 25.0
G2, 160.0, 80.0, 0.0, 50.0, 35.0, 25.0
G2, 210.0, 80.0, 0.0, 50.0, 35.0, 25.0
G1, 310.0, 85.0, 0.0, 60.0, 40.0, 30.0
G1, 160.0, 115.0, 0.0, 60.0, 40.0, 30.0
G1, 220.0, 115.0, 0.0, 60.0, 40.0, 30.0
G1, 310.0, 125.0, 0.0, 60.0, 40.0, 30.0
G1, 0.0, 140.0, 0.0, 60.0, 40.0, 30.0
G4, 60.0, 140.0, 0.0, 80.0, 60.0, 50.0
G2, 370.0, 85.0, 0.0, 50.0, 35.0, 25.0
G2, 370.0, 120.0, 0.0, 50.0, 35.0, 25.0
G5, 160.0, 155.0, 0.0, 40.0, 40.0, 60.0
G2, 200.0, 155.0, 0.0, 50.0, 35.0, 25.0
G4, 0.0, 80.0, 50.0, 80.0, 60.0, 50.0
G2, 250.0, 155.0, 0.0, 50.0, 35.0, 25.0
G1, 310.0, 165.0, 0.0, 60.0, 40.0, 30.0
G2, 370.0, 155.0, 0.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 150.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 200.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 260.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 40.0, 30.0, 60.0, 40.0, 30.0
G1, 200.0, 40.0, 30.0, 60.0, 40.0, 30.0
G2, 60.0, 35.0, 25.0, 50.0, 35.0, 25.0
G5, 310.0, 85.0, 30.0, 40.0, 40.0, 60.0
G2, 150.0, 35.0, 25.0, 50.0, 35.0, 25.0
G2, 260.0, 35.0, 25.0, 50.0, 35.0, 25.0
G4, 80.0, 80.0, 50.0, 80.0, 60.0, 50.0
G5, 160.0, 115.0, 30.0, 40.0, 40.0, 60.0
G4, 60.0, 140.0, 50.0, 80.0, 60.0, 50.0
G2, 310.0, 50.0, 25.0, 50.0, 35.0, 25.0
G4, 0.0, 80.0, 100.0, 80.0, 60.0, 50.0
G2, 260.0, 70.0, 25.0, 50.0, 35.0, 25.0
G5, 220.0, 115.0, 30.0, 40.0, 40.0, 60.0
G4, 80.0, 80.0, 100.0, 80.0, 60.0, 50.0
G4, 60.0, 140.0, 100.0, 80.0, 60.0, 50.0
G4, 0.0, 80.0, 150.0, 80.0, 60.0, 50.0
G2, 160.0, 80.0, 25.0, 50.0, 35.0, 25.0
G5, 310.0, 125.0, 30.0, 40.0, 40.0, 60.0
G1, 0.0, 140.0, 30.0, 60.0, 40.0, 30.0
G2, 210.0, 80.0, 25.0, 50.0, 35.0, 25.0
G4, 80.0, 80.0, 150.0, 80.0, 60.0, 50.0
G2, 370.0, 85.0, 25.0, 50.0, 35.0, 25.0
G2, 370.0, 120.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 165.0, 30.0, 60.0, 40.0, 30.0
G2, 200.0, 155.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 40.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 250.0, 155.0, 25.0, 50.0, 35.0, 25.0
G2, 370.0, 155.0, 25.0, 50.0, 35.0, 25.0
G5, 110.0, 0.0, 60.0, 40.0, 40.0, 60.0
G2, 60.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 150.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 260.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 200.0, 0.0, 60.0, 60.0, 40.0, 30.0
G4, 60.0, 140.0, 150.0, 80.0, 60.0, 50.0
G2, 60.0, 35.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 40.0, 60.0, 60.0, 40.0, 30.0
G2, 150.0, 35.0, 50.0, 50.0, 35.0, 25.0
G2, 260.0, 35.0, 50.0, 50.0, 35.0, 25.0
G1, 200.0, 40.0, 60.0, 60.0, 40.0, 30.0
G1, 0.0, 140.0, 60.0, 60.0, 40.0, 30.0
G1, 310.0, 165.0, 60.0, 60.0, 40.0, 30.0
G2, 310.0, 50.0, 50.0, 50.0, 35.0, 25.0
G2, 260.0, 70.0, 50.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 70.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 160.0, 80.0, 50.0, 50.0, 35.0, 25.0
G5, 380.0, 0.0, 60.0, 40.0, 40.0, 60.0
G5, 110.0, 40.0, 60.0, 40.0, 40.0, 60.0
G1, 200.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 0.0, 40.0, 90.0, 60.0, 40.0, 30.0
G1, 200.0, 40.0, 90.0, 60.0, 40.0, 30.0
G5, 380.0, 40.0, 60.0, 40.0, 40.0, 60.0
G1, 0.0, 140.0, 90.0, 60.0, 40.0, 30.0
G2, 210.0, 80.0, 50.0, 50.0, 35.0, 25.0
G5, 160.0, 155.0, 60.0, 40.0, 40.0, 60.0
G1, 310.0, 165.0, 90.0, 60.0, 40.0, 30.0
G5, 310.0, 85.0, 90.0, 40.0, 40.0, 60.0
G2, 370.0, 85.0, 50.0, 50.0, 35.0, 25.0
G2, 370.0, 120.0, 50.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 100.0, 60.0, 40.0, 30.0
G2, 200.0, 155.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 120.0, 60.0, 40.0, 30.0
G1, 200.0, 0.0, 120.0, 60.0, 40.0, 30.0
G5, 160.0, 115.0, 90.0, 40.0, 40.0, 60.0
G2, 250.0, 155.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 40.0, 120.0, 60.0, 40.0, 30.0
G1, 200.0, 40.0, 120.0, 60.0, 40.0, 30.0
G2, 370.0, 155.0, 50.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 75.0, 50.0, 35.0, 25.0
G5, 220.0, 115.0, 90.0, 40.0, 40.0, 60.0
G1, 0.0, 140.0, 120.0, 60.0, 40.0, 30.0
G2, 150.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 260.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 60.0, 35.0, 75.0, 50.0, 35.0, 25.0
G2, 150.0, 35.0, 75.0, 50.0, 35.0, 25.0
G5, 310.0, 125.0, 90.0, 40.0, 40.0, 60.0
G1, 310.0, 165.0, 120.0, 60.0, 40.0, 30.0
G1, 310.0, 0.0, 130.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 150.0, 60.0, 40.0, 30.0
G2, 260.0, 35.0, 75.0, 50.0, 35.0, 25.0
G2, 310.0, 50.0, 75.0, 50.0, 35.0, 25.0
G2, 260.0, 70.0, 75.0, 50.0, 35.0, 25.0
G1, 200.0, 0.0, 150.0, 60.0, 40.0, 30.0
G1, 310.0, 165.0, 150.0, 60.0, 40.0, 30.0
G1, 310.0, 0.0, 160.0, 60.0, 40.0, 30.0
G2, 160.0, 80.0, 75.0, 50.0, 35.0, 25.0
G5, 110.0, 0.0, 120.0, 40.0, 40.0, 60.0
G2, 210.0, 80.0, 75.0, 50.0, 35.0, 25.0
G1, 310.0, 165.0, 180.0, 60.0, 40.0, 30.0
G1, 0.0, 180.0, 0.0, 60.0, 30.0, 40.0
G5, 380.0, 0.0, 120.0, 40.0, 40.0, 60.0
G1, 0.0, 180.0, 40.0, 60.0, 30.0, 40.0
G2, 370.0, 85.0, 75.0, 50.0, 35.0, 25.0
G1, 0.0, 180.0, 80.0, 60.0, 30.0, 40.0
G1, 370.0, 120.0, 75.0, 40.0, 30.0, 60.0
G1, 200.0, 155.0, 75.0, 40.0, 30.0, 60.0
G1, 250.0, 155.0, 75.0, 40.0, 30.0, 60.0
G2, 370.0, 155.0, 75.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 150.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 260.0, 70.0, 100.0, 40.0, 30.0, 60.0
G5, 380.0, 40.0, 120.0, 40.0, 40.0, 60.0
G1, 210.0, 80.0, 100.0, 40.0, 30.0, 60.0
G1, 370.0, 85.0, 100.0, 40.0, 30.0, 60.0
G2, 260.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 310.0, 50.0, 100.0, 50.0, 35.0, 25.0
G2, 370.0, 155.0, 100.0, 50.0, 35.0, 25.0
G2, 370.0, 155.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 140.0, 150.0, 50.0, 35.0, 25.0
G2, 370.0, 155.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 175.0, 50.0, 35.0, 25.0
G2, 0.0, 140.0, 175.0, 50.0, 35.0, 25.0
G1, 0.0, 180.0, 120.0, 40.0, 30.0, 60.0
G2, 370.0, 155.0, 175.0, 50.0, 35.0, 25.0
G1, 370.0, 120.0, 135.0, 40.0, 30.0, 60.0
G2, 0.0, 0.0, 180.0, 50.0, 35.0, 25.0
G5, 220.0, 115.0, 150.0, 40.0, 40.0, 60.0
G1, 310.0, 125.0, 150.0, 40.0, 30.0, 60.0
G1, 280.0, 115.0, 0.0, 30.0, 40.0, 60.0
G2, 60.0, 0.0, 125.0, 50.0, 25.0, 35.0
G1, 160.0, 155.0, 120.0, 30.0, 40.0, 60.0
G2, 150.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 260.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 310.0, 50.0, 125.0, 50.0, 25.0, 35.0
G2, 60.0, 0.0, 160.0, 50.0, 25.0, 35.0
G2, 150.0, 0.0, 160.0, 50.0, 25.0, 35.0
G2, 260.0, 0.0, 160.0, 50.0, 25.0, 35.0
G2, 310.0, 50.0, 160.0, 50.0, 25.0, 35.0
G2, 160.0, 80.0, 100.0, 35.0, 25.0, 50.0
G2, 160.0, 80.0, 150.0, 35.0, 25.0, 50.0
G2, 370.0, 85.0, 160.0, 35.0, 25.0, 50.0
G2, 280.0, 115.0, 60.0, 25.0, 35.0, 50.0
G2, 280.0, 115.0, 110.0, 25.0, 35.0, 50.0
G2, 280.0, 115.0, 160.0, 25.0, 35.0, 50.0

第7辆车，装载160件，容积利用率 67.63%，重量利用率 33.33%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G2, 0.0, 0.0, 0.0, 50.0, 35.0, 25.0
G4, 50.0, 0.0, 0.0, 80.0, 60.0, 50.0
G4, 130.0, 0.0, 0.0, 80.0, 60.0, 50.0
G3, 210.0, 0.0, 0.0, 70.0, 50.0, 40.0
G2, 280.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 330.0, 0.0, 0.0, 60.0, 40.0, 30.0
G1, 330.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 210.0, 50.0, 0.0, 60.0, 40.0, 30.0
G1, 270.0, 50.0, 0.0, 60.0, 40.0, 30.0
G4, 50.0, 60.0, 0.0, 80.0, 60.0, 50.0
G4, 130.0, 60.0, 0.0, 80.0, 60.0, 50.0
G4, 330.0, 80.0, 0.0, 80.0, 60.0, 50.0
G5, 0.0, 35.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 75.0, 0.0, 50.0, 35.0, 25.0
G2, 210.0, 90.0, 0.0, 50.0, 35.0, 25.0
G3, 260.0, 90.0, 0.0, 70.0, 50.0, 40.0
G2, 0.0, 110.0, 0.0, 50.0, 35.0, 25.0
G5, 50.0, 120.0, 0.0, 40.0, 40.0, 60.0
G2, 90.0, 120.0, 0.0, 50.0, 35.0, 25.0
G2, 140.0, 120.0, 0.0, 50.0, 35.0, 25.0
G2, 210.0, 125.0, 0.0, 50.0, 35.0, 25.0
G1, 260.0, 140.0, 0.0, 60.0, 40.0, 30.0
G1, 320.0, 140.0, 0.0, 60.0, 40.0, 30.0
G1, 90.0, 155.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 145.0, 0.0, 50.0, 35.0, 25.0
G1, 150.0, 155.0, 0.0, 60.0, 40.0, 30.0
G4, 50.0, 0.0, 50.0, 80.0, 60.0, 50.0
G1, 330.0, 0.0, 30.0, 60.0, 40.0, 30.0
G3, 210.0, 160.0, 0.0, 50.0, 40.0, 70.0
G1, 330.0, 40.0, 30.0, 60.0, 40.0, 30.0
G3, 380.0, 140.0, 0.0, 40.0, 70.0, 50.0
G1, 210.0, 50.0, 30.0, 60.0, 40.0, 30.0
G4, 130.0, 0.0, 50.0, 80.0, 60.0, 50.0
G4, 50.0, 60.0, 50.0, 80.0, 60.0, 50.0
G1, 270.0, 50.0, 30.0, 60.0, 40.0, 30.0
G1, 260.0, 140.0, 30.0, 60.0, 40.0, 30.0
G1, 320.0, 140.0, 30.0, 60.0, 40.0, 30.0
G5, 50.0, 160.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 130.0, 60.0, 50.0, 80.0, 60.0, 50.0
G2, 280.0, 0.0, 25.0, 50.0, 35.0, 25.0
G5, 90.0, 155.0, 30.0, 40.0, 40.0, 60.0
G1, 150.0, 155.0, 30.0, 60.0, 40.0, 30.0
G1, 210.0, 0.0, 40.0, 60.0, 40.0, 30.0
G4, 330.0, 80.0, 50.0, 80.0, 60.0, 50.0
G2, 0.0, 75.0, 25.0, 50.0, 35.0, 25.0
G2, 210.0, 90.0, 25.0, 50.0, 35.0, 25.0
G4, 50.0, 0.0, 100.0, 80.0, 60.0, 50.0
G5, 260.0, 90.0, 40.0, 40.0, 40.0, 60.0
G5, 380.0, 140.0, 50.0, 40.0, 40.0, 60.0
G2, 0.0, 110.0, 25.0, 50.0, 35.0, 25.0
G2, 90.0, 120.0, 25.0, 50.0, 35.0, 25.0
G2, 140.0, 120.0, 25.0, 50.0, 35.0, 25.0
G5, 330.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 330.0, 40.0, 60.0, 60.0, 40.0, 30.0
G2, 210.0, 125.0, 25.0, 50.0, 35.0, 25.0
G1, 210.0, 50.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 145.0, 25.0, 50.0, 35.0, 25.0
G1, 270.0, 50.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 260.0, 140.0, 60.0, 60.0, 40.0, 30.0
G4, 130.0, 0.0, 100.0, 80.0, 60.0, 50.0
G2, 280.0, 0.0, 50.0, 50.0, 35.0, 25.0
G5, 0.0, 35.0, 60.0, 40.0, 40.0, 60.0
G1, 320.0, 140.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 75.0, 50.0, 50.0, 35.0, 25.0
G1, 150.0, 155.0, 60.0, 60.0, 40.0, 30.0
G2, 210.0, 90.0, 50.0, 50.0, 35.0, 25.0
G1, 210.0, 0.0, 70.0, 60.0, 40.0, 30.0
G2, 0.0, 110.0, 50.0, 50.0, 35.0, 25.0
G5, 50.0, 120.0, 60.0, 40.0, 40.0, 60.0
G2, 90.0, 120.0, 50.0, 50.0, 35.0, 25.0
G1, 330.0, 40.0, 90.0, 60.0, 40.0, 30.0
G1, 210.0, 50.0, 90.0, 60.0, 40.0, 30.0
G5, 50.0, 160.0, 60.0, 40.0, 40.0, 60.0
G5, 210.0, 160.0, 70.0, 40.0, 40.0, 60.0
G4, 50.0, 60.0, 100.0, 80.0, 60.0, 50.0
G2, 140.0, 120.0, 50.0, 50.0, 35.0, 25.0
G2, 210.0, 125.0, 50.0, 50.0, 35.0, 25.0
G1, 270.0, 50.0, 90.0, 60.0, 40.0, 30.0
G4, 130.0, 60.0, 100.0, 80.0, 60.0, 50.0
G1, 260.0, 140.0, 90.0, 60.0, 40.0, 30.0
G5, 320.0, 140.0, 90.0, 40.0, 40.0, 60.0
G2, 0.0, 145.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 280.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 150.0, 155.0, 90.0, 60.0, 40.0, 30.0
G4, 330.0, 80.0, 100.0, 80.0, 60.0, 50.0
G5, 90.0, 155.0, 90.0, 40.0, 40.0, 60.0
G5, 210.0, 0.0, 100.0, 40.0, 40.0, 60.0
G5, 260.0, 90.0, 100.0, 40.0, 40.0, 60.0
G4, 330.0, 80.0, 150.0, 80.0, 60.0, 50.0
G1, 330.0, 40.0, 120.0, 60.0, 40.0, 30.0
G2, 0.0, 75.0, 75.0, 50.0, 35.0, 25.0
G5, 380.0, 140.0, 110.0, 40.0, 40.0, 60.0
G2, 210.0, 90.0, 75.0, 50.0, 35.0, 25.0
G1, 210.0, 50.0, 120.0, 60.0, 40.0, 30.0
G1, 260.0, 140.0, 120.0, 60.0, 40.0, 30.0
G1, 150.0, 155.0, 120.0, 60.0, 40.0, 30.0
G2, 0.0, 110.0, 75.0, 50.0, 35.0, 25.0
G2, 90.0, 120.0, 75.0, 50.0, 35.0, 25.0
G1, 50.0, 0.0, 150.0, 60.0, 40.0, 30.0
G1, 130.0, 0.0, 150.0, 60.0, 40.0, 30.0
G1, 50.0, 60.0, 150.0, 60.0, 40.0, 30.0
G2, 140.0, 120.0, 75.0, 50.0, 35.0, 25.0
G2, 210.0, 125.0, 75.0, 50.0, 35.0, 25.0
G1, 260.0, 140.0, 150.0, 60.0, 40.0, 30.0
G5, 330.0, 0.0, 120.0, 40.0, 40.0, 60.0
G5, 0.0, 35.0, 120.0, 40.0, 40.0, 60.0
G2, 0.0, 145.0, 75.0, 50.0, 35.0, 25.0
G1, 150.0, 155.0, 150.0, 60.0, 40.0, 30.0
G5, 210.0, 50.0, 150.0, 40.0, 40.0, 60.0
G5, 320.0, 140.0, 150.0, 40.0, 40.0, 60.0
G2, 0.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 280.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 0.0, 180.0, 60.0, 40.0, 30.0
G2, 0.0, 110.0, 100.0, 50.0, 35.0, 25.0
G1, 130.0, 0.0, 180.0, 60.0, 40.0, 30.0
G1, 50.0, 60.0, 180.0, 60.0, 40.0, 30.0
G1, 150.0, 155.0, 180.0, 60.0, 40.0, 30.0
G2, 90.0, 120.0, 100.0, 50.0, 35.0, 25.0
G2, 140.0, 120.0, 100.0, 50.0, 35.0, 25.0
G2, 210.0, 125.0, 100.0, 50.0, 35.0, 25.0
G1, 260.0, 180.0, 0.0, 60.0, 30.0, 40.0
G1, 330.0, 40.0, 150.0, 60.0, 30.0, 40.0
G1, 0.0, 180.0, 0.0, 40.0, 30.0, 60.0
G2, 0.0, 145.0, 100.0, 50.0, 35.0, 25.0
G1, 260.0, 180.0, 40.0, 40.0, 30.0, 60.0
G1, 380.0, 180.0, 50.0, 40.0, 30.0, 60.0
G1, 0.0, 180.0, 60.0, 40.0, 30.0, 60.0
G1, 260.0, 180.0, 100.0, 40.0, 30.0, 60.0
G1, 380.0, 180.0, 110.0, 40.0, 30.0, 60.0
G1, 270.0, 50.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 280.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 110.0, 125.0, 50.0, 35.0, 25.0
G1, 0.0, 180.0, 120.0, 40.0, 30.0, 60.0
G2, 140.0, 120.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 0.0, 150.0, 50.0, 35.0, 25.0
G1, 210.0, 125.0, 125.0, 40.0, 30.0, 60.0
G2, 280.0, 0.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 0.0, 175.0, 50.0, 35.0, 25.0
G1, 0.0, 145.0, 125.0, 40.0, 30.0, 60.0
G2, 280.0, 0.0, 175.0, 50.0, 35.0, 25.0
G2, 260.0, 140.0, 180.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 150.0, 50.0, 25.0, 35.0
G2, 50.0, 160.0, 120.0, 35.0, 25.0, 50.0
G2, 90.0, 120.0, 125.0, 35.0, 25.0, 50.0
G2, 0.0, 110.0, 150.0, 35.0, 25.0, 50.0
G1, 390.0, 0.0, 0.0, 30.0, 60.0, 40.0
G2, 210.0, 0.0, 160.0, 35.0, 25.0, 50.0
G1, 390.0, 0.0, 40.0, 30.0, 60.0, 40.0
G2, 260.0, 180.0, 160.0, 35.0, 25.0, 50.0
G2, 390.0, 0.0, 80.0, 25.0, 50.0, 35.0
G2, 390.0, 0.0, 115.0, 25.0, 50.0, 35.0
G2, 300.0, 90.0, 40.0, 25.0, 35.0, 50.0
G2, 300.0, 90.0, 90.0, 25.0, 35.0, 50.0
G2, 390.0, 0.0, 150.0, 25.0, 35.0, 50.0

第8辆车，装载180件，容积利用率 70.27%，重量利用率 35.48%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 110.0, 0.0, 0.0, 40.0, 40.0, 60.0
G5, 150.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 190.0, 0.0, 0.0, 50.0, 35.0, 25.0
G3, 240.0, 0.0, 0.0, 70.0, 50.0, 40.0
G1, 310.0, 0.0, 0.0, 60.0, 40.0, 30.0
G4, 0.0, 40.0, 0.0, 80.0, 60.0, 50.0
G2, 370.0, 0.0, 0.0, 50.0, 35.0, 25.0
G4, 80.0, 40.0, 0.0, 80.0, 60.0, 50.0
G5, 190.0, 35.0, 0.0, 40.0, 40.0, 60.0
G1, 310.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 240.0, 50.0, 0.0, 60.0, 40.0, 30.0
G2, 370.0, 35.0, 0.0, 50.0, 35.0, 25.0
G1, 310.0, 80.0, 0.0, 60.0, 40.0, 30.0
G4, 0.0, 100.0, 0.0, 80.0, 60.0, 50.0
G1, 240.0, 90.0, 0.0, 60.0, 40.0, 30.0
G1, 80.0, 100.0, 0.0, 60.0, 40.0, 30.0
G1, 140.0, 100.0, 0.0, 60.0, 40.0, 30.0
G1, 310.0, 120.0, 0.0, 60.0, 40.0, 30.0
G3, 240.0, 130.0, 0.0, 70.0, 50.0, 40.0
G2, 370.0, 70.0, 0.0, 50.0, 35.0, 25.0
G2, 370.0, 105.0, 0.0, 50.0, 35.0, 25.0
G4, 80.0, 140.0, 0.0, 80.0, 60.0, 50.0
G2, 160.0, 140.0, 0.0, 50.0, 35.0, 25.0
G3, 0.0, 160.0, 0.0, 70.0, 50.0, 40.0
G4, 0.0, 40.0, 50.0, 80.0, 60.0, 50.0
G1, 310.0, 160.0, 0.0, 60.0, 40.0, 30.0
G2, 370.0, 140.0, 0.0, 50.0, 35.0, 25.0
G2, 160.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 370.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 190.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 370.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 80.0, 40.0, 50.0, 80.0, 60.0, 50.0
G2, 370.0, 35.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 370.0, 70.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 40.0, 30.0, 60.0, 40.0, 30.0
G2, 370.0, 105.0, 25.0, 50.0, 35.0, 25.0
G1, 240.0, 50.0, 30.0, 60.0, 40.0, 30.0
G2, 160.0, 140.0, 25.0, 50.0, 35.0, 25.0
G2, 370.0, 140.0, 25.0, 50.0, 35.0, 25.0
G4, 0.0, 100.0, 50.0, 80.0, 60.0, 50.0
G2, 160.0, 175.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 80.0, 30.0, 60.0, 40.0, 30.0
G1, 240.0, 90.0, 30.0, 60.0, 40.0, 30.0
G1, 80.0, 100.0, 30.0, 60.0, 40.0, 30.0
G1, 140.0, 100.0, 30.0, 60.0, 40.0, 30.0
G1, 310.0, 120.0, 30.0, 60.0, 40.0, 30.0
G5, 200.0, 100.0, 0.0, 40.0, 40.0, 60.0
G2, 370.0, 175.0, 25.0, 50.0, 35.0, 25.0
G4, 80.0, 140.0, 50.0, 80.0, 60.0, 50.0
G2, 310.0, 160.0, 30.0, 50.0, 35.0, 25.0
G1, 240.0, 0.0, 40.0, 60.0, 40.0, 30.0
G4, 0.0, 40.0, 100.0, 80.0, 60.0, 50.0
G4, 80.0, 40.0, 100.0, 80.0, 60.0, 50.0
G2, 240.0, 130.0, 40.0, 50.0, 35.0, 25.0
G1, 0.0, 160.0, 40.0, 60.0, 40.0, 30.0
